"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2017","101.453","102.070","102.420","101.240","0.34K","-1.17%"
"01/04/2017","102.649","103.370","103.370","102.320","0.23K","-0.48%"
"01/03/2017","103.146","102.795","103.750","102.600","0.27K","0.87%"
"12/30/2016","102.256","102.255","102.480","101.970","0.26K","-0.42%"
"12/29/2016","102.686","103.135","103.190","102.610","0.10K","-0.52%"
"12/28/2016","103.219","102.930","103.495","102.900","0.06K","0.24%"
"12/27/2016","102.977","103.025","103.120","102.925","0.07K","0.00%"
"12/23/2016","102.972","102.950","103.145","102.900","0.07K","-0.09%"
"12/22/2016","103.066","102.895","103.095","102.620","0.09K","0.07%"
"12/21/2016","102.999","103.100","103.140","102.750","0.05K","-0.25%"
"12/20/2016","103.258","103.030","103.610","102.965","0.23K","0.15%"
"12/19/2016","103.100","102.820","103.155","102.500","24.74K","0.17%"
"12/16/2016","102.924","103.140","103.210","102.545","49.18K","-0.09%"
"12/15/2016","103.018","102.445","103.535","102.100","83.05K","1.27%"
"12/14/2016","101.728","100.950","102.305","100.635","31.44K","0.73%"
"12/13/2016","100.992","100.875","101.090","100.680","18.45K","0.06%"
"12/12/2016","100.929","101.580","101.700","100.750","12.35K","-0.57%"
"12/09/2016","101.505","101.015","101.655","100.955","4.83K","0.49%"
"12/08/2016","101.013","100.130","101.155","99.250","14.32K","0.87%"
"12/07/2016","100.141","100.440","100.495","100.060","5.80K","-0.25%"
"12/06/2016","100.395","100.080","100.485","99.880","3.61K","0.43%"
"12/05/2016","99.967","101.100","101.710","99.735","22.24K","-0.78%"
"12/02/2016","100.756","100.860","101.055","100.610","3.23K","-0.24%"
"12/01/2016","100.999","101.490","101.515","100.845","1.37K","-0.44%"
"11/30/2016","101.444","100.880","101.775","100.845","4.21K","0.59%"
"11/29/2016","100.854","101.200","101.590","100.850","2.27K","-0.42%"
"11/28/2016","101.278","101.385","101.530","100.580","4.15K","-0.17%"
"11/25/2016","101.451","101.750","101.865","101.155","1.47K","-0.20%"
"11/24/2016","101.659","101.780","102.025","101.480","1.06K","0.00%"
"11/23/2016","101.659","101.015","101.860","100.880","1.52K","0.64%"
"11/22/2016","101.016","100.740","101.275","100.635","1.26K","-0.01%"
"11/21/2016","101.028","101.325","101.415","100.725","1.47K","-0.17%"
"11/18/2016","101.198","100.985","101.460","100.815","1.64K","0.33%"
"11/17/2016","100.861","100.205","100.925","99.925","2.79K","0.51%"
"11/16/2016","100.348","100.020","100.505","99.840","1.15K","0.17%"
"11/15/2016","100.175","99.725","100.195","99.460","1.16K","0.12%"
"11/14/2016","100.055","99.040","100.175","99.040","2.92K","1.09%"
"11/11/2016","98.980","98.730","99.040","98.480","0.76K","0.28%"
"11/10/2016","98.704","98.505","99.000","98.240","1.65K","0.25%"
"11/09/2016","98.454","97.930","98.600","95.820","2.82K","0.69%"
"11/08/2016","97.775","97.700","97.880","97.490","0.56K","0.06%"
"11/07/2016","97.718","97.215","97.790","97.160","0.73K","0.72%"
"11/04/2016","97.018","97.165","97.300","96.865","0.69K","-0.11%"
"11/03/2016","97.121","97.360","97.400","97.000","0.51K","-0.22%"
"11/02/2016","97.334","97.635","97.685","97.140","0.93K","-0.28%"
"11/01/2016","97.607","98.325","98.355","97.530","1.37K","-0.74%"
"10/31/2016","98.332","98.295","98.570","98.210","0.36K","0.08%"
"10/28/2016","98.252","98.790","98.825","98.125","0.49K","-0.54%"
"10/27/2016","98.789","98.535","98.900","98.400","0.24K","0.27%"
"10/26/2016","98.521","98.610","98.720","98.235","0.53K","-0.07%"
"10/25/2016","98.592","98.630","98.980","98.500","0.64K","-0.07%"
"10/24/2016","98.662","98.570","98.740","98.450","0.24K","0.06%"
"10/21/2016","98.606","98.280","98.690","98.255","0.48K","0.39%"
"10/20/2016","98.224","97.790","98.295","97.570","0.48K","0.37%"
"10/19/2016","97.860","97.810","97.855","97.575","0.25K","0.05%"
"10/18/2016","97.812","97.650","97.830","97.555","0.23K","0.01%"
"10/17/2016","97.798","97.990","98.060","97.760","0.27K","-0.12%"
"10/14/2016","97.912","97.530","98.010","97.465","0.49K","0.49%"
"10/13/2016","97.438","97.905","98.020","97.450","0.35K","-0.45%"
"10/12/2016","97.882","97.495","97.955","97.400","0.37K","0.28%"
"10/11/2016","97.612","96.935","97.660","96.935","0.50K","0.78%"
"10/10/2016","96.853","96.500","96.845","96.400","0.32K","0.29%"
"10/07/2016","96.574","96.730","97.115","96.330","0.67K","-0.12%"
"10/06/2016","96.687","96.060","96.690","96.045","0.35K","0.68%"
"10/05/2016","96.034","96.000","96.210","95.865","0.22K","-0.01%"
"10/04/2016","96.040","95.600","96.270","95.600","0.31K","0.55%"
"10/03/2016","95.512","95.260","95.640","95.260","0.12K","0.21%"
"09/30/2016","95.310","95.410","95.800","95.210","0.28K","-0.09%"
"09/29/2016","95.397","95.235","95.530","95.215","0.12K","0.15%"
"09/28/2016","95.256","95.345","95.580","95.235","0.14K","0.03%"
"09/27/2016","95.232","95.235","95.485","95.065","0.21K","0.10%"
"09/26/2016","95.140","95.250","95.350","94.945","0.10K","-0.19%"
"09/23/2016","95.317","95.390","95.500","95.255","0.20K","0.00%"
"09/22/2016","95.316","95.285","95.385","94.885","0.35K","-0.30%"
"09/21/2016","95.600","95.900","96.215","95.340","0.40K","-0.32%"
"09/20/2016","95.911","95.695","96.060","95.500","0.30K","0.16%"
"09/19/2016","95.761","96.015","96.015","95.565","13.26K","-0.31%"
"09/16/2016","96.055","95.155","96.070","95.150","39.42K","0.88%"
"09/15/2016","95.213","95.285","95.485","95.000","20.31K","-0.04%"
"09/14/2016","95.252","95.470","95.585","95.120","21.07K","-0.32%"
"09/13/2016","95.555","95.015","95.580","94.990","8.83K","0.59%"
"09/12/2016","94.998","95.260","95.385","94.860","10.40K","-0.27%"
"09/09/2016","95.253","94.900","95.510","94.760","4.59K","0.30%"
"09/08/2016","94.971","94.905","95.065","94.385","4.36K","0.09%"
"09/07/2016","94.886","94.800","94.980","94.640","2.05K","0.13%"
"09/06/2016","94.763","95.700","95.790","94.715","3.61K","-1.08%"
"09/05/2016","95.794","95.820","95.820","95.500","0.96K","0.00%"
"09/02/2016","95.794","95.610","95.905","95.140","2.97K","0.19%"
"09/01/2016","95.610","95.950","96.175","95.555","1.03K","-0.37%"
"08/31/2016","95.967","95.945","96.210","95.850","1.63K","-0.03%"
"08/30/2016","95.996","95.495","96.080","95.480","1.12K","0.52%"
"08/29/2016","95.503","95.535","95.765","95.395","1.24K","0.00%"
"08/26/2016","95.502","94.575","95.530","94.155","1.75K","0.84%"
"08/25/2016","94.708","94.740","94.760","94.530","0.41K","0.00%"
"08/24/2016","94.712","94.500","94.830","94.450","0.68K","0.27%"
"08/23/2016","94.459","94.510","94.510","94.160","0.89K","0.00%"
"08/22/2016","94.459","94.600","94.895","94.390","0.88K","0.01%"
"08/19/2016","94.453","94.180","94.565","94.180","1.19K","0.36%"
"08/18/2016","94.112","94.550","94.570","94.050","1.93K","-0.57%"
"08/17/2016","94.655","94.730","95.000","94.450","1.34K","-0.08%"
"08/16/2016","94.729","95.560","95.560","94.340","1.71K","-0.86%"
"08/15/2016","95.549","95.645","95.710","95.390","0.53K","-0.10%"
"08/12/2016","95.642","95.845","95.920","95.145","0.63K","-0.16%"
"08/11/2016","95.798","95.470","95.850","95.455","0.62K","0.24%"
"08/10/2016","95.573","95.980","95.980","95.345","0.47K","-0.54%"
"08/09/2016","96.092","96.265","96.425","95.990","0.49K","-0.23%"
"08/08/2016","96.310","96.235","96.375","96.075","0.21K","0.22%"
"08/05/2016","96.101","95.690","96.450","95.485","0.99K","0.43%"
"08/04/2016","95.687","95.435","95.825","95.390","0.47K","0.20%"
"08/03/2016","95.495","95.085","95.500","95.070","0.44K","0.57%"
"08/02/2016","94.958","95.630","95.785","94.925","0.77K","-0.72%"
"08/01/2016","95.647","95.590","95.725","95.520","0.16K","0.19%"
"07/29/2016","95.461","96.450","96.525","95.310","1.33K","-1.28%"
"07/28/2016","96.696","96.550","96.705","96.245","0.83K","-0.33%"
"07/27/2016","97.012","97.075","97.420","96.725","0.40K","-0.13%"
"07/26/2016","97.143","97.230","97.230","96.900","0.36K","-0.17%"
"07/25/2016","97.311","97.460","97.610","97.250","0.20K","-0.19%"
"07/22/2016","97.496","96.890","97.565","96.880","0.35K","0.47%"
"07/21/2016","97.036","97.100","97.260","96.790","0.45K","-0.22%"
"07/20/2016","97.253","97.125","97.320","97.010","0.55K","0.17%"
"07/19/2016","97.088","96.550","97.145","96.550","0.51K","0.54%"
"07/18/2016","96.567","96.540","96.625","96.455","0.16K","0.01%"
"07/15/2016","96.558","96.130","96.725","95.950","0.49K","0.47%"
"07/14/2016","96.110","96.300","96.415","95.880","0.34K","-0.12%"
"07/13/2016","96.223","96.595","96.630","96.120","0.34K","-0.29%"
"07/12/2016","96.502","96.660","96.660","96.150","0.24K","-0.13%"
"07/11/2016","96.625","96.410","96.845","96.340","0.21K","0.26%"
"07/08/2016","96.372","96.320","96.755","95.865","0.46K","-0.06%"
"07/07/2016","96.428","96.195","96.420","96.045","0.26K","0.26%"
"07/06/2016","96.176","96.405","96.630","96.110","0.64K","-0.13%"
"07/05/2016","96.299","95.745","96.340","95.465","0.50K","0.57%"
"07/04/2016","95.754","95.820","95.900","95.635","0.20K","0.00%"
"07/01/2016","95.754","95.905","96.065","95.570","0.46K","-0.49%"
"06/30/2016","96.228","95.840","96.490","95.530","0.53K","0.41%"
"06/29/2016","95.837","96.165","96.320","95.675","1.26K","-0.59%"
"06/28/2016","96.401","96.570","96.620","96.015","0.57K","-0.40%"
"06/27/2016","96.793","96.165","96.940","96.065","0.45K","1.17%"
"06/24/2016","95.677","93.820","96.700","93.820","2.09K","2.24%"
"06/23/2016","93.577","93.630","93.630","93.100","0.47K","-0.24%"
"06/22/2016","93.803","94.165","94.165","93.565","0.19K","-0.32%"
"06/21/2016","94.106","93.600","94.205","93.540","0.22K","0.39%"
"06/20/2016","93.739","94.115","94.115","93.600","0.40K","-0.68%"
"06/17/2016","94.385","94.560","94.695","94.220","0.29K","-0.39%"
"06/16/2016","94.751","94.515","95.545","94.320","0.29K","0.02%"
"06/15/2016","94.735","95.125","95.130","94.470","0.17K","-0.38%"
"06/14/2016","95.100","94.475","95.200","94.450","0.23K","0.72%"
"06/13/2016","94.421","94.735","94.835","94.290","27.76K","-0.22%"
"06/10/2016","94.631","94.180","94.790","94.085","36.30K","0.69%"
"06/09/2016","93.987","93.535","94.150","93.430","26.20K","0.42%"
"06/08/2016","93.596","93.835","93.840","93.385","27.62K","-0.21%"
"06/07/2016","93.797","93.945","94.050","93.735","10.67K","-0.06%"
"06/06/2016","93.855","93.885","94.270","93.730","12.10K","-0.14%"
"06/03/2016","93.988","95.545","95.640","93.830","7.39K","-1.66%"
"06/02/2016","95.571","95.400","95.575","95.180","2.25K","0.10%"
"06/01/2016","95.471","95.810","95.910","95.360","1.96K","-0.44%"
"05/31/2016","95.893","95.605","95.895","95.480","1.36K","0.41%"
"05/30/2016","95.505","95.775","95.980","95.690","2.17K","0.00%"
"05/27/2016","95.505","95.165","95.770","95.125","1.36K","0.34%"
"05/26/2016","95.180","95.350","95.350","94.955","1.08K","-0.20%"
"05/25/2016","95.370","95.650","95.675","95.375","1.05K","-0.25%"
"05/24/2016","95.611","95.335","95.685","95.270","0.94K","0.37%"
"05/23/2016","95.261","95.385","95.500","95.160","0.41K","-0.13%"
"05/20/2016","95.383","95.370","95.515","95.240","0.23K","0.04%"
"05/19/2016","95.344","95.210","95.580","95.200","0.70K","0.23%"
"05/18/2016","95.123","94.620","95.295","94.620","0.90K","0.55%"
"05/17/2016","94.606","94.590","94.760","94.400","0.36K","-0.02%"
"05/16/2016","94.625","94.680","94.735","94.490","0.34K","-0.05%"
"05/13/2016","94.673","94.215","94.910","94.185","0.53K","0.49%"
"05/12/2016","94.213","93.920","94.210","93.890","0.37K","0.35%"
"05/11/2016","93.880","94.300","94.305","93.750","0.32K","-0.50%"
"05/10/2016","94.352","94.165","94.385","94.140","0.32K","0.15%"
"05/09/2016","94.210","93.960","94.280","93.880","0.60K","0.25%"
"05/06/2016","93.973","93.845","94.005","93.200","0.57K","0.11%"
"05/05/2016","93.873","93.360","93.935","93.275","0.69K","0.63%"
"05/04/2016","93.285","93.055","93.450","92.960","0.65K","0.28%"
"05/03/2016","93.029","92.565","93.080","92.000","1.08K","0.34%"
"05/02/2016","92.713","93.000","93.090","92.520","0.49K","-0.47%"
"04/29/2016","93.147","93.780","93.780","93.065","0.77K","-0.71%"
"04/28/2016","93.817","94.515","94.615","93.780","0.55K","-0.67%"
"04/27/2016","94.447","94.505","94.975","94.200","0.23K","-0.18%"
"04/26/2016","94.618","94.830","94.860","94.275","0.78K","-0.30%"
"04/25/2016","94.899","95.180","95.180","94.770","0.35K","-0.30%"
"04/22/2016","95.180","94.610","95.250","94.595","0.21K","0.53%"
"04/21/2016","94.674","94.620","94.760","93.975","0.58K","0.10%"
"04/20/2016","94.579","94.195","94.665","94.020","0.14K","0.55%"
"04/19/2016","94.062","94.610","94.620","94.015","0.36K","-0.54%"
"04/18/2016","94.573","94.765","94.895","94.485","0.16K","-0.24%"
"04/15/2016","94.799","95.055","95.150","94.600","0.20K","-0.23%"
"04/14/2016","95.018","95.015","95.270","94.815","0.43K","0.17%"
"04/13/2016","94.855","94.155","94.920","94.110","0.41K","0.85%"
"04/12/2016","94.060","93.980","94.385","93.620","0.29K","0.01%"
"04/11/2016","94.050","94.310","94.435","93.880","0.27K","-0.33%"
"04/08/2016","94.360","94.745","94.770","94.240","0.22K","-0.25%"
"04/07/2016","94.597","94.520","94.765","94.150","0.39K","0.08%"
"04/06/2016","94.524","94.715","95.110","94.360","0.32K","-0.20%"
"04/05/2016","94.712","94.565","95.055","94.565","0.18K","0.13%"
"04/04/2016","94.589","94.680","94.895","94.500","0.04K","-0.10%"
"04/01/2016","94.688","94.670","95.135","94.470","0.23K","0.03%"
"03/31/2016","94.661","94.860","95.090","94.450","0.23K","-0.26%"
"03/30/2016","94.904","95.275","95.285","94.680","0.24K","-0.33%"
"03/29/2016","95.216","96.100","96.200","95.165","0.31K","-0.83%"
"03/28/2016","96.010","96.445","96.445","95.955","0.25K","-0.22%"
"03/24/2016","96.226","96.130","96.410","96.130","0.18K","0.11%"
"03/23/2016","96.117","95.705","96.200","95.705","0.11K","0.44%"
"03/22/2016","95.694","95.475","95.760","95.340","0.13K","0.37%"
"03/21/2016","95.339","95.130","95.430","95.080","0.13K","0.18%"
"03/18/2016","95.165","94.760","95.185","94.655","0.30K","0.33%"
"03/17/2016","94.851","95.865","95.890","94.750","0.19K","-1.18%"
"03/16/2016","95.980","96.900","97.100","95.735","0.09K","-0.77%"
"03/15/2016","96.723","96.710","96.890","96.610","0.04K","0.06%"
"03/14/2016","96.665","96.310","96.740","96.135","15.15K","0.46%"
"03/11/2016","96.227","96.240","96.760","95.975","34.80K","0.11%"
"03/10/2016","96.120","97.350","98.500","95.985","71.17K","-1.13%"
"03/09/2016","97.219","97.320","97.630","96.980","19.89K","-0.05%"
"03/08/2016","97.266","97.145","97.335","96.945","6.45K","0.13%"
"03/07/2016","97.144","97.415","97.785","97.110","5.16K","-0.30%"
"03/04/2016","97.438","97.735","98.140","97.130","3.61K","-0.25%"
"03/03/2016","97.686","98.335","98.440","97.560","1.90K","-0.65%"
"03/02/2016","98.325","98.440","98.700","98.255","0.97K","-0.15%"
"03/01/2016","98.475","98.335","98.700","98.240","1.18K","0.14%"
"02/29/2016","98.334","98.345","98.490","97.940","2.15K","0.04%"
"02/26/2016","98.293","97.470","98.385","97.270","1.38K","0.91%"
"02/25/2016","97.410","97.650","97.850","97.365","1.32K","-0.19%"
"02/24/2016","97.594","97.590","98.035","97.375","1.98K","-0.01%"
"02/23/2016","97.605","97.430","97.680","97.335","0.72K","0.10%"
"02/22/2016","97.508","96.800","97.720","96.800","0.45K","0.81%"
"02/19/2016","96.724","96.880","97.290","96.710","1.24K","-0.36%"
"02/18/2016","97.070","96.925","97.195","96.810","0.38K","0.17%"
"02/17/2016","96.903","97.070","97.205","96.805","0.28K","-0.08%"
"02/16/2016","96.980","96.770","97.100","96.500","0.39K","0.93%"
"02/15/2016","96.087","96.250","97.000","96.180","0.37K","0.00%"
"02/12/2016","96.087","95.790","96.360","95.680","0.59K","0.39%"
"02/11/2016","95.714","95.715","95.990","95.405","0.53K","-0.32%"
"02/10/2016","96.026","96.040","96.830","95.900","0.48K","-0.17%"
"02/09/2016","96.189","96.670","96.910","95.820","0.46K","-0.50%"
"02/08/2016","96.676","97.150","97.575","96.675","0.78K","-0.49%"
"02/05/2016","97.149","96.685","97.400","96.255","1.03K","0.58%"
"02/04/2016","96.590","97.300","97.555","96.405","0.73K","-0.84%"
"02/03/2016","97.406","98.930","99.000","96.990","1.11K","-1.60%"
"02/02/2016","98.991","99.065","99.190","98.900","0.19K","-0.14%"
"02/01/2016","99.128","99.800","99.800","99.070","0.34K","-0.61%"
"01/29/2016","99.737","98.735","99.955","98.720","1.11K","1.11%"
"01/28/2016","98.644","99.160","99.235","98.555","0.37K","-0.41%"
"01/27/2016","99.049","99.280","99.285","98.865","0.37K","-0.18%"
"01/26/2016","99.230","99.415","99.575","99.180","0.22K","-0.28%"
"01/25/2016","99.506","99.725","99.725","99.395","0.30K","-0.24%"
"01/22/2016","99.746","99.390","99.750","99.315","0.65K","0.53%"
"01/21/2016","99.223","99.390","99.985","99.090","0.66K","-0.05%"
"01/20/2016","99.269","99.145","99.350","98.800","0.12K","0.14%"
"01/19/2016","99.131","99.350","99.480","99.055","0.12K","0.02%"
"01/18/2016","99.115","99.080","99.340","99.045","0.13K","0.00%"
"01/15/2016","99.115","99.205","99.290","98.545","0.41K","-0.13%"
"01/14/2016","99.248","99.000","99.395","98.745","0.57K","0.18%"
"01/13/2016","99.068","99.325","99.485","98.990","0.21K","-0.05%"
"01/12/2016","99.122","99.125","99.420","98.755","0.17K","0.24%"
"01/11/2016","98.882","98.405","99.035","98.250","0.08K","0.20%"
"01/08/2016","98.689","98.500","99.365","98.500","0.19K","0.33%"
"01/07/2016","98.365","99.465","99.480","98.360","0.24K","-1.01%"
"01/06/2016","99.364","99.600","99.810","99.285","0.13K","-0.24%"
"01/05/2016","99.599","98.975","99.835","98.975","0.31K","0.54%"
"01/04/2016","99.066","98.920","99.360","98.240","0.18K","0.23%"
"12/31/2015","98.840","98.425","98.885","98.405","0.36K","0.40%"
"12/30/2015","98.449","98.410","98.550","98.305","0.13K","0.19%"
"12/29/2015","98.258","98.040","98.510","97.950","0.17K","0.22%"
"12/28/2015","98.040","98.020","98.120","97.955","0.05K","-0.07%"
"12/24/2015","98.111","98.430","98.430","98.020","0.06K","-0.35%"
"12/23/2015","98.457","98.370","98.715","98.370","0.05K","0.13%"
"12/22/2015","98.334","98.560","98.585","98.095","0.15K","-0.13%"
"12/21/2015","98.459","98.805","98.865","98.405","0.08K","-0.37%"
"12/18/2015","98.826","99.150","99.375","98.815","0.13K","-0.58%"
"12/17/2015","99.405","98.890","99.400","98.750","0.15K","1.46%"
"12/16/2015","97.979","98.300","98.800","97.865","0.18K","-0.41%"
"12/15/2015","98.386","97.740","98.390","97.335","0.12K","0.75%"
"12/14/2015","97.653","97.770","97.990","97.310","25.96K","0.05%"
"12/11/2015","97.606","98.050","98.155","97.375","40.13K","-0.45%"
"12/10/2015","98.044","97.450","98.070","97.450","46.97K","0.63%"
"12/09/2015","97.426","98.615","98.630","97.305","30.21K","-1.17%"
"12/08/2015","98.583","98.860","98.885","98.470","12.65K","-0.20%"
"12/07/2015","98.784","98.455","99.020","98.380","12.70K","0.34%"
"12/04/2015","98.453","98.110","98.740","97.660","9.79K","0.72%"
"12/03/2015","97.754","100.190","100.700","97.705","24.34K","-2.39%"
"12/02/2015","100.145","99.980","100.650","99.960","6.07K","0.19%"
"12/01/2015","99.955","100.360","100.370","99.890","3.69K","-0.37%"
"11/30/2015","100.330","100.275","100.475","100.230","2.62K","0.12%"
"11/27/2015","100.211","100.075","100.405","99.845","2.55K","0.25%"
"11/26/2015","99.960","99.925","100.080","99.905","1.01K","0.00%"
"11/25/2015","99.960","99.760","100.360","99.500","1.01K","0.24%"
"11/24/2015","99.718","99.950","99.985","99.665","2.67K","-0.28%"
"11/23/2015","100.000","99.840","100.205","99.760","1.92K","0.23%"
"11/20/2015","99.772","99.350","99.855","99.220","2.45K","0.55%"
"11/19/2015","99.222","99.660","99.690","98.980","2.61K","-0.71%"
"11/18/2015","99.928","99.925","100.100","99.575","1.53K","0.04%"
"11/17/2015","99.890","99.690","100.020","99.690","1.27K","0.16%"
"11/16/2015","99.731","99.290","99.730","99.185","1.48K","0.44%"
"11/13/2015","99.290","98.860","99.500","98.815","1.53K","0.39%"
"11/12/2015","98.905","99.085","99.585","98.690","1.44K","-0.45%"
"11/11/2015","99.353","99.380","99.495","99.075","0.84K","-0.23%"
"11/10/2015","99.585","99.285","99.790","99.260","0.83K","0.32%"
"11/09/2015","99.269","99.590","99.645","99.135","0.98K","-0.19%"
"11/06/2015","99.457","98.250","99.650","98.200","1.32K","1.23%"
"11/05/2015","98.248","98.205","98.440","98.080","0.56K","0.01%"
"11/04/2015","98.237","97.580","98.345","97.530","0.93K","0.80%"
"11/03/2015","97.458","97.210","97.760","97.075","0.51K","0.25%"
"11/02/2015","97.213","97.055","97.215","96.930","0.20K","-0.02%"
"10/30/2015","97.237","97.500","97.625","96.875","1.31K","-0.35%"
"10/29/2015","97.577","97.935","98.010","97.575","0.33K","-0.51%"
"10/28/2015","98.074","97.260","98.075","96.755","0.73K","0.90%"
"10/27/2015","97.195","97.085","97.240","96.855","0.22K","0.04%"
"10/26/2015","97.158","97.460","97.460","97.000","0.32K","-0.30%"
"10/23/2015","97.448","96.810","97.510","96.430","0.61K","0.82%"
"10/22/2015","96.659","95.230","96.650","95.205","0.61K","1.45%"
"10/21/2015","95.278","95.075","95.230","94.970","0.19K","0.13%"
"10/20/2015","95.152","95.160","95.170","94.850","0.09K","-0.02%"
"10/19/2015","95.167","94.850","95.245","94.810","0.26K","0.39%"
"10/16/2015","94.801","94.835","94.965","94.685","0.17K","0.18%"
"10/15/2015","94.635","94.210","94.810","94.050","0.46K","0.50%"
"10/14/2015","94.167","94.980","94.980","94.065","0.34K","-0.87%"
"10/13/2015","94.993","95.120","95.240","94.785","0.19K","0.02%"
"10/12/2015","94.970","95.035","95.115","94.880","0.54K","-0.12%"
"10/09/2015","95.086","95.550","95.560","94.955","0.16K","-0.55%"
"10/08/2015","95.615","95.770","95.880","95.270","0.26K","-0.18%"
"10/07/2015","95.790","95.835","96.010","95.650","0.39K","0.02%"
"10/06/2015","95.771","96.385","96.490","95.740","0.24K","-0.70%"
"10/05/2015","96.447","96.035","96.485","95.845","0.24K","0.29%"
"10/02/2015","96.165","96.470","96.700","95.505","0.29K","-0.37%"
"10/01/2015","96.526","96.650","96.750","96.290","0.05K","-0.16%"
"09/30/2015","96.685","96.235","96.850","96.235","0.16K","0.52%"
"09/29/2015","96.186","96.230","96.550","96.060","0.14K","-0.20%"
"09/28/2015","96.382","96.580","96.835","96.300","0.18K","-0.25%"
"09/25/2015","96.622","96.580","97.030","96.520","0.13K","0.30%"
"09/24/2015","96.337","96.445","96.490","95.770","0.12K","-0.06%"
"09/23/2015","96.394","96.750","96.875","96.450","0.08K","-0.24%"
"09/22/2015","96.629","96.250","96.755","96.125","0.08K","0.44%"
"09/21/2015","96.204","95.600","96.295","95.395","0.12K","1.08%"
"09/18/2015","95.174","94.890","95.540","94.395","0.11K","0.33%"
"09/17/2015","94.862","95.565","95.705","94.690","0.14K","-0.94%"
"09/16/2015","95.761","95.985","96.175","95.575","0.03K","-0.25%"
"09/15/2015","96.005","95.750","95.990","95.600","0.02K","0.62%"
"09/14/2015","95.412","95.290","95.625","95.065","20.24K","0.03%"
"09/11/2015","95.379","95.685","95.870","95.290","49.30K","-0.26%"
"09/10/2015","95.632","96.095","96.430","95.575","56.60K","-0.61%"
"09/09/2015","96.215","96.140","96.640","96.120","35.86K","-0.02%"
"09/08/2015","96.233","96.490","96.530","96.040","10.77K","-0.30%"
"09/07/2015","96.525","96.550","96.730","96.360","4.38K","0.00%"
"09/04/2015","96.525","96.680","96.895","95.810","5.37K","-0.19%"
"09/03/2015","96.706","96.300","96.920","96.070","4.10K","0.60%"
"09/02/2015","96.127","95.740","96.240","95.740","2.27K","0.42%"
"09/01/2015","95.729","96.160","96.160","95.500","3.06K","-0.42%"
"08/31/2015","96.135","96.420","96.550","95.925","2.07K","-0.28%"
"08/28/2015","96.408","96.100","96.635","95.690","2.50K","0.46%"
"08/27/2015","95.970","95.505","96.375","95.355","2.63K","0.55%"
"08/26/2015","95.446","94.105","95.800","94.045","2.96K","0.61%"
"08/25/2015","94.869","93.880","95.040","93.830","5.09K","1.27%"
"08/24/2015","93.676","95.235","95.270","92.850","7.13K","-1.74%"
"08/21/2015","95.330","96.125","96.125","95.150","2.29K","-1.03%"
"08/20/2015","96.325","96.805","96.900","96.035","1.86K","-0.37%"
"08/19/2015","96.687","97.265","97.400","96.670","0.97K","-0.72%"
"08/18/2015","97.388","97.200","97.400","97.060","0.48K","0.26%"
"08/17/2015","97.135","96.885","97.280","96.860","0.65K","0.29%"
"08/14/2015","96.853","96.655","97.005","96.445","3.25K","0.08%"
"08/13/2015","96.774","96.690","97.130","96.475","0.89K","0.17%"
"08/12/2015","96.610","97.495","97.700","96.275","2.59K","-1.08%"
"08/11/2015","97.663","97.540","97.925","97.250","1.41K","0.15%"
"08/10/2015","97.517","97.985","98.295","97.400","1.31K","-0.44%"
"08/07/2015","97.949","98.215","98.740","97.650","1.08K","-0.29%"
"08/06/2015","98.229","98.290","98.585","98.100","0.56K","-0.13%"
"08/05/2015","98.358","98.415","98.630","98.015","0.86K","0.01%"
"08/04/2015","98.344","97.945","98.420","97.635","0.40K","0.41%"
"08/03/2015","97.941","97.670","98.035","97.615","0.68K","0.18%"
"07/31/2015","97.761","97.790","98.010","96.720","1.14K","-0.24%"
"07/30/2015","97.999","97.640","98.200","97.600","0.39K","0.61%"
"07/29/2015","97.402","97.035","97.690","96.915","0.38K","0.22%"
"07/28/2015","97.186","96.970","97.400","96.895","0.42K","0.26%"
"07/27/2015","96.938","97.705","97.720","96.710","0.93K","-0.74%"
"07/24/2015","97.664","97.600","98.035","97.570","0.45K","0.13%"
"07/23/2015","97.539","97.925","97.925","97.115","0.97K","-0.51%"
"07/22/2015","98.040","97.775","98.225","97.540","0.47K","0.31%"
"07/21/2015","97.741","98.490","98.620","97.555","0.66K","-0.75%"
"07/20/2015","98.476","98.375","98.585","98.205","0.47K","0.15%"
"07/17/2015","98.329","98.155","98.445","97.880","0.37K","0.19%"
"07/16/2015","98.144","97.735","98.230","97.690","0.73K","0.54%"
"07/15/2015","97.617","97.205","97.765","97.030","0.42K","0.51%"
"07/14/2015","97.122","97.420","97.520","96.765","0.45K","-0.22%"
"07/13/2015","97.338","96.500","97.370","96.100","0.57K","0.85%"
"07/10/2015","96.522","96.890","96.900","95.945","0.68K","-0.65%"
"07/09/2015","97.153","96.785","97.300","96.555","0.30K","0.32%"
"07/08/2015","96.842","97.300","97.450","96.665","0.67K","-0.61%"
"07/07/2015","97.441","96.900","97.820","96.860","0.80K","0.63%"
"07/06/2015","96.832","96.980","97.210","96.585","0.25K","0.17%"
"07/03/2015","96.665","96.575","96.635","96.420","0.08K","0.00%"
"07/02/2015","96.665","96.935","96.990","96.425","0.30K","-0.20%"
"07/01/2015","96.859","96.125","96.900","96.000","0.30K","0.88%"
"06/30/2015","96.011","95.520","96.230","95.400","0.16K","0.74%"
"06/29/2015","95.308","96.360","97.015","95.195","0.93K","-0.71%"
